ANLYTXHACK__COUNTRY_CODE__C,ANLYTXHACK__COUNTRY__C,ANLYTXHACK__CUMULATIVE_CASES__C,ANLYTXHACK__CUMULATIVE_DEATHS__C,ANLYTXHACK__NEW_CASES__C,ANLYTXHACK__NEW_DEATHS__C,ANLYTXHACK__DATE_REPORTED__C
AF,Afghanistan,42,1,2,0,2020-03-24 00:00:00
AF,Afghanistan,74,1,32,0,2020-03-25 00:00:00
AF,Afghanistan,80,2,6,1,2020-03-26 00:00:00
AF,Afghanistan,91,2,11,0,2020-03-27 00:00:00
AF,Afghanistan,106,3,15,1,2020-03-28 00:00:00
AF,Afghanistan,114,4,8,1,2020-03-29 00:00:00
AF,Afghanistan,114,4,0,0,2020-03-30 00:00:00
AF,Afghanistan,166,4,52,0,2020-03-31 00:00:00
AF,Afghanistan,192,4,26,0,2020-04-01 00:00:00
AF,Afghanistan,235,4,43,0,2020-04-02 00:00:00
AF,Afghanistan,269,5,34,1,2020-04-03 00:00:00
AF,Afghanistan,270,5,1,0,2020-04-04 00:00:00
AF,Afghanistan,299,7,29,2,2020-04-05 00:00:00
AF,Afghanistan,337,7,38,0,2020-04-06 00:00:00
AF,Afghanistan,367,11,30,4,2020-04-07 00:00:00
AF,Afghanistan,423,14,56,3,2020-04-08 00:00:00
AF,Afghanistan,484,15,61,1,2020-04-09 00:00:00
AF,Afghanistan,521,15,37,0,2020-04-10 00:00:00
AF,Afghanistan,521,15,0,0,2020-04-11 00:00:00
AF,Afghanistan,555,18,34,3,2020-04-12 00:00:00
AF,Afghanistan,665,21,110,3,2020-04-13 00:00:00
AF,Afghanistan,714,23,49,2,2020-04-14 00:00:00
AF,Afghanistan,784,25,70,2,2020-04-15 00:00:00
AF,Afghanistan,794,29,10,4,2020-04-16 00:00:00
AF,Afghanistan,845,30,51,1,2020-04-17 00:00:00
AF,Afghanistan,908,30,63,0,2020-04-18 00:00:00
AF,Afghanistan,996,33,88,3,2020-04-19 00:00:00
AF,Afghanistan,996,33,0,0,2020-04-20 00:00:00
AF,Afghanistan,1092,36,96,3,2020-04-21 00:00:00
AF,Afghanistan,1176,40,84,4,2020-04-22 00:00:00
AF,Afghanistan,1176,40,0,0,2020-04-23 00:00:00
AF,Afghanistan,1226,40,50,0,2020-04-24 00:00:00
AF,Afghanistan,1463,47,237,7,2020-04-25 00:00:00
AF,Afghanistan,1463,49,0,2,2020-04-26 00:00:00
AF,Afghanistan,1703,57,240,8,2020-04-27 00:00:00
AF,Afghanistan,1827,60,124,3,2020-04-28 00:00:00
AF,Afghanistan,1827,60,0,0,2020-04-29 00:00:00
AF,Afghanistan,2171,64,344,4,2020-04-30 00:00:00
AF,Afghanistan,2171,64,0,0,2020-05-01 00:00:00
AF,Afghanistan,2469,72,298,8,2020-05-02 00:00:00
AF,Afghanistan,2469,72,0,0,2020-05-03 00:00:00
AF,Afghanistan,2469,72,0,0,2020-05-04 00:00:00
AF,Afghanistan,3224,95,755,23,2020-05-05 00:00:00
AF,Afghanistan,3392,104,168,9,2020-05-06 00:00:00
AF,Afghanistan,3563,105,171,1,2020-05-07 00:00:00
AF,Afghanistan,3563,105,0,0,2020-05-08 00:00:00
AF,Afghanistan,4041,115,478,10,2020-05-09 00:00:00
AF,Afghanistan,4402,119,361,4,2020-05-10 00:00:00
AF,Afghanistan,4664,121,262,2,2020-05-11 00:00:00
AF,Afghanistan,4967,127,303,6,2020-05-12 00:00:00
AF,Afghanistan,5226,130,259,3,2020-05-13 00:00:00
AF,Afghanistan,5339,136,113,6,2020-05-14 00:00:00
AF,Afghanistan,6053,153,714,17,2020-05-15 00:00:00
AF,Afghanistan,6402,168,349,15,2020-05-16 00:00:00
AF,Afghanistan,6664,169,262,1,2020-05-17 00:00:00
AF,Afghanistan,7072,173,408,4,2020-05-18 00:00:00
AF,Afghanistan,7655,177,583,4,2020-05-19 00:00:00
AF,Afghanistan,8145,187,490,10,2020-05-20 00:00:00
AF,Afghanistan,8676,193,531,6,2020-05-21 00:00:00
AF,Afghanistan,9216,205,540,12,2020-05-22 00:00:00
AF,Afghanistan,9866,211,650,6,2020-05-23 00:00:00
AF,Afghanistan,10582,218,716,7,2020-05-24 00:00:00
AF,Afghanistan,11094,219,512,1,2020-05-25 00:00:00
AF,Afghanistan,11831,220,737,1,2020-05-26 00:00:00
AF,Afghanistan,12379,226,548,6,2020-05-27 00:00:00
AF,Afghanistan,13016,235,637,9,2020-05-28 00:00:00
AF,Afghanistan,13659,246,643,11,2020-05-29 00:00:00
AF,Afghanistan,14443,248,784,2,2020-05-30 00:00:00
AF,Afghanistan,15094,250,651,2,2020-05-31 00:00:00
AF,Afghanistan,15750,265,656,15,2020-06-01 00:00:00
AF,Afghanistan,16492,270,742,5,2020-06-02 00:00:00
AF,Afghanistan,17267,294,775,24,2020-06-03 00:00:00
AF,Afghanistan,17891,299,624,5,2020-06-04 00:00:00
AF,Afghanistan,18969,309,1078,10,2020-06-05 00:00:00
AF,Afghanistan,19551,327,582,18,2020-06-06 00:00:00
AF,Afghanistan,20342,357,791,30,2020-06-07 00:00:00
AF,Afghanistan,20917,369,575,12,2020-06-08 00:00:00
AF,Afghanistan,21222,376,305,7,2020-06-09 00:00:00
AF,Afghanistan,22142,405,920,29,2020-06-10 00:00:00
AF,Afghanistan,22890,426,748,21,2020-06-11 00:00:00
AF,Afghanistan,23546,446,656,20,2020-06-12 00:00:00
AF,Afghanistan,24102,451,556,5,2020-06-13 00:00:00
AF,Afghanistan,24766,471,664,20,2020-06-14 00:00:00
AF,Afghanistan,25527,476,761,5,2020-06-15 00:00:00
AF,Afghanistan,25633,484,106,8,2020-06-16 00:00:00
AF,Afghanistan,26874,504,1241,20,2020-06-17 00:00:00
AF,Afghanistan,27337,546,463,42,2020-06-18 00:00:00
AF,Afghanistan,27878,548,541,2,2020-06-19 00:00:00
AF,Afghanistan,28297,548,419,0,2020-06-20 00:00:00
AF,Afghanistan,28833,581,536,33,2020-06-21 00:00:00
AF,Afghanistan,29143,598,310,17,2020-06-22 00:00:00
AF,Afghanistan,29481,618,338,20,2020-06-23 00:00:00
AF,Afghanistan,29640,639,159,21,2020-06-24 00:00:00
AF,Afghanistan,30175,675,535,36,2020-06-25 00:00:00
AF,Afghanistan,30260,680,85,5,2020-06-26 00:00:00
AF,Afghanistan,30616,703,356,23,2020-06-27 00:00:00
AF,Afghanistan,30967,729,351,26,2020-06-28 00:00:00
AF,Afghanistan,31238,733,271,4,2020-06-29 00:00:00
AF,Afghanistan,31238,733,0,0,2020-06-30 00:00:00
AF,Afghanistan,31762,774,524,41,2020-07-01 00:00:00
AF,Afghanistan,32022,807,260,33,2020-07-02 00:00:00
AF,Afghanistan,32324,819,302,12,2020-07-03 00:00:00
AF,Afghanistan,32672,826,348,7,2020-07-04 00:00:00
AF,Afghanistan,32951,864,279,38,2020-07-05 00:00:00
AF,Afghanistan,33064,887,113,23,2020-07-06 00:00:00
AF,Afghanistan,33384,920,320,33,2020-07-07 00:00:00
AF,Afghanistan,33594,936,210,16,2020-07-08 00:00:00
AF,Afghanistan,33653,937,59,1,2020-07-09 00:00:00
AF,Afghanistan,34194,971,541,34,2020-07-10 00:00:00
AF,Afghanistan,34351,975,157,4,2020-07-11 00:00:00
AF,Afghanistan,34451,1010,100,35,2020-07-12 00:00:00
AF,Afghanistan,34451,1010,0,0,2020-07-13 00:00:00
AF,Afghanistan,34740,1045,289,35,2020-07-14 00:00:00
AF,Afghanistan,34940,1094,200,49,2020-07-15 00:00:00
AF,Afghanistan,35070,1113,130,19,2020-07-16 00:00:00
AF,Afghanistan,35229,1147,159,34,2020-07-17 00:00:00
AF,Afghanistan,35289,1147,60,0,2020-07-18 00:00:00
AF,Afghanistan,35475,1181,186,34,2020-07-19 00:00:00
AF,Afghanistan,35509,1183,34,2,2020-07-20 00:00:00
AF,Afghanistan,35615,1184,106,1,2020-07-21 00:00:00
AF,Afghanistan,35727,1190,112,6,2020-07-22 00:00:00
AF,Afghanistan,35915,1211,188,21,2020-07-23 00:00:00
AF,Afghanistan,35981,1225,66,14,2020-07-24 00:00:00
AF,Afghanistan,36036,1246,55,21,2020-07-25 00:00:00
AF,Afghanistan,36157,1259,121,13,2020-07-26 00:00:00
AF,Afghanistan,36263,1269,106,10,2020-07-27 00:00:00
AF,Afghanistan,36368,1270,105,1,2020-07-28 00:00:00
AF,Afghanistan,36471,1271,103,1,2020-07-29 00:00:00
AF,Afghanistan,36542,1271,71,0,2020-07-30 00:00:00
AF,Afghanistan,36542,1271,0,0,2020-07-31 00:00:00
AF,Afghanistan,36710,1283,168,12,2020-08-01 00:00:00
AF,Afghanistan,36710,1283,0,0,2020-08-02 00:00:00
AF,Afghanistan,36710,1283,0,0,2020-08-03 00:00:00
AF,Afghanistan,36747,1288,37,5,2020-08-04 00:00:00
AF,Afghanistan,36829,1294,82,6,2020-08-05 00:00:00
AF,Afghanistan,36896,1298,67,4,2020-08-06 00:00:00
AF,Afghanistan,36937,1298,41,0,2020-08-07 00:00:00
AF,Afghanistan,37015,1307,78,9,2020-08-08 00:00:00
AF,Afghanistan,37054,1312,39,5,2020-08-09 00:00:00
AF,Afghanistan,37054,1312,0,0,2020-08-10 00:00:00
AF,Afghanistan,37269,1344,215,32,2020-08-11 00:00:00
AF,Afghanistan,37345,1354,76,10,2020-08-12 00:00:00
AF,Afghanistan,37424,1363,79,9,2020-08-13 00:00:00
AF,Afghanistan,37431,1363,7,0,2020-08-14 00:00:00
AF,Afghanistan,37551,1370,120,7,2020-08-15 00:00:00
AF,Afghanistan,37596,1375,45,5,2020-08-16 00:00:00
AF,Afghanistan,37596,1375,0,0,2020-08-17 00:00:00
AF,Afghanistan,37599,1375,3,0,2020-08-18 00:00:00
AF,Afghanistan,37599,1375,0,0,2020-08-19 00:00:00
AF,Afghanistan,37759,1383,160,8,2020-08-20 00:00:00
AF,Afghanistan,37856,1385,97,2,2020-08-21 00:00:00
AF,Afghanistan,37894,1385,38,0,2020-08-22 00:00:00
AF,Afghanistan,37999,1387,105,2,2020-08-23 00:00:00
AF,Afghanistan,38054,1389,55,2,2020-08-24 00:00:00
AF,Afghanistan,38070,1397,16,8,2020-08-25 00:00:00
AF,Afghanistan,38071,1397,1,0,2020-08-26 00:00:00
AF,Afghanistan,38126,1401,55,4,2020-08-27 00:00:00
AF,Afghanistan,38140,1402,14,1,2020-08-28 00:00:00
AF,Afghanistan,38140,1402,0,0,2020-08-29 00:00:00
AF,Afghanistan,38143,1402,3,0,2020-08-30 00:00:00
AF,Afghanistan,38162,1402,19,0,2020-08-31 00:00:00
AF,Afghanistan,38196,1406,34,4,2020-09-01 00:00:00
AF,Afghanistan,38205,1406,9,0,2020-09-02 00:00:00
AF,Afghanistan,38288,1410,83,4,2020-09-03 00:00:00
AF,Afghanistan,38288,1410,0,0,2020-09-04 00:00:00
AF,Afghanistan,38304,1409,16,-1,2020-09-05 00:00:00
AF,Afghanistan,38398,1412,94,3,2020-09-06 00:00:00
AF,Afghanistan,38398,1412,0,0,2020-09-07 00:00:00
AF,Afghanistan,38494,1415,96,3,2020-09-08 00:00:00
AF,Afghanistan,38544,1420,50,5,2020-09-09 00:00:00
AF,Afghanistan,38572,1420,28,0,2020-09-10 00:00:00
AF,Afghanistan,38572,1420,0,0,2020-09-11 00:00:00
AF,Afghanistan,38641,1420,69,0,2020-09-12 00:00:00
AF,Afghanistan,38641,1420,0,0,2020-09-13 00:00:00
AF,Afghanistan,38772,1425,131,5,2020-09-14 00:00:00
AF,Afghanistan,38802,1425,30,0,2020-09-15 00:00:00
AF,Afghanistan,38855,1436,53,11,2020-09-16 00:00:00
AF,Afghanistan,38872,1436,17,0,2020-09-17 00:00:00
AF,Afghanistan,38883,1437,11,1,2020-09-18 00:00:00
AF,Afghanistan,38919,1437,36,0,2020-09-19 00:00:00
AF,Afghanistan,39044,1441,125,4,2020-09-20 00:00:00
AF,Afghanistan,39074,1444,30,3,2020-09-21 00:00:00
AF,Afghanistan,39074,1444,0,0,2020-09-22 00:00:00
AL,Albania,0,0,0,0,2020-01-03 00:00:00
AL,Albania,0,0,0,0,2020-01-04 00:00:00
AL,Albania,0,0,0,0,2020-01-05 00:00:00
AL,Albania,0,0,0,0,2020-01-06 00:00:00
AL,Albania,0,0,0,0,2020-01-07 00:00:00
AL,Albania,0,0,0,0,2020-01-08 00:00:00
AL,Albania,0,0,0,0,2020-01-09 00:00:00
AL,Albania,0,0,0,0,2020-01-10 00:00:00
AL,Albania,0,0,0,0,2020-01-11 00:00:00
AL,Albania,0,0,0,0,2020-01-12 00:00:00
AL,Albania,0,0,0,0,2020-01-13 00:00:00
AL,Albania,0,0,0,0,2020-01-14 00:00:00
AL,Albania,0,0,0,0,2020-01-15 00:00:00
AL,Albania,0,0,0,0,2020-01-16 00:00:00
AL,Albania,0,0,0,0,2020-01-17 00:00:00
AL,Albania,0,0,0,0,2020-01-18 00:00:00
AL,Albania,0,0,0,0,2020-01-19 00:00:00
AL,Albania,0,0,0,0,2020-01-20 00:00:00
AL,Albania,0,0,0,0,2020-01-21 00:00:00
AL,Albania,0,0,0,0,2020-01-22 00:00:00
AL,Albania,0,0,0,0,2020-01-23 00:00:00
AL,Albania,0,0,0,0,2020-01-24 00:00:00
AL,Albania,0,0,0,0,2020-01-25 00:00:00
AL,Albania,0,0,0,0,2020-01-26 00:00:00
AL,Albania,0,0,0,0,2020-01-27 00:00:00
AL,Albania,0,0,0,0,2020-01-28 00:00:00
AL,Albania,0,0,0,0,2020-01-29 00:00:00
AL,Albania,0,0,0,0,2020-01-30 00:00:00
AL,Albania,0,0,0,0,2020-01-31 00:00:00
AL,Albania,0,0,0,0,2020-02-01 00:00:00
AL,Albania,0,0,0,0,2020-02-02 00:00:00
AL,Albania,0,0,0,0,2020-02-03 00:00:00
AL,Albania,0,0,0,0,2020-02-04 00:00:00
AL,Albania,0,0,0,0,2020-02-05 00:00:00
AL,Albania,0,0,0,0,2020-02-06 00:00:00
AL,Albania,0,0,0,0,2020-02-07 00:00:00
AL,Albania,0,0,0,0,2020-02-08 00:00:00
AL,Albania,0,0,0,0,2020-02-09 00:00:00
AL,Albania,0,0,0,0,2020-02-10 00:00:00
AL,Albania,0,0,0,0,2020-02-11 00:00:00
AL,Albania,0,0,0,0,2020-02-12 00:00:00
AL,Albania,0,0,0,0,2020-02-13 00:00:00
AL,Albania,0,0,0,0,2020-02-14 00:00:00
AL,Albania,0,0,0,0,2020-02-15 00:00:00
AL,Albania,0,0,0,0,2020-02-16 00:00:00
AL,Albania,0,0,0,0,2020-02-17 00:00:00
AL,Albania,0,0,0,0,2020-02-18 00:00:00
AL,Albania,0,0,0,0,2020-02-19 00:00:00
AL,Albania,0,0,0,0,2020-02-20 00:00:00
AL,Albania,0,0,0,0,2020-02-21 00:00:00
AL,Albania,0,0,0,0,2020-02-22 00:00:00
AL,Albania,0,0,0,0,2020-02-23 00:00:00
AL,Albania,0,0,0,0,2020-02-24 00:00:00
AL,Albania,0,0,0,0,2020-02-25 00:00:00
AL,Albania,0,0,0,0,2020-02-26 00:00:00
AL,Albania,0,0,0,0,2020-02-27 00:00:00
AL,Albania,0,0,0,0,2020-02-28 00:00:00
AL,Albania,0,0,0,0,2020-02-29 00:00:00
AL,Albania,0,0,0,0,2020-03-01 00:00:00
AL,Albania,0,0,0,0,2020-03-02 00:00:00
AL,Albania,0,0,0,0,2020-03-03 00:00:00
AL,Albania,0,0,0,0,2020-03-04 00:00:00
AL,Albania,0,0,0,0,2020-03-05 00:00:00
AL,Albania,0,0,0,0,2020-03-06 00:00:00
AL,Albania,0,0,0,0,2020-03-07 00:00:00
AL,Albania,0,0,0,0,2020-03-08 00:00:00
AL,Albania,6,0,6,0,2020-03-09 00:00:00
AL,Albania,10,0,4,0,2020-03-10 00:00:00
AL,Albania,14,0,4,0,2020-03-11 00:00:00
AL,Albania,27,0,13,0,2020-03-12 00:00:00
AL,Albania,37,1,10,1,2020-03-13 00:00:00
AL,Albania,42,1,5,0,2020-03-14 00:00:00
AL,Albania,46,1,4,0,2020-03-15 00:00:00
AL,Albania,55,1,9,0,2020-03-16 00:00:00
AL,Albania,59,1,4,0,2020-03-17 00:00:00
AL,Albania,63,2,4,1,2020-03-18 00:00:00
AL,Albania,70,2,7,0,2020-03-19 00:00:00
AL,Albania,70,2,0,0,2020-03-20 00:00:00
AL,Albania,76,2,6,0,2020-03-21 00:00:00
AL,Albania,76,2,0,0,2020-03-22 00:00:00
AL,Albania,89,2,13,0,2020-03-23 00:00:00
AL,Albania,123,4,34,2,2020-03-24 00:00:00
AL,Albania,146,5,23,1,2020-03-25 00:00:00
AL,Albania,174,5,28,0,2020-03-26 00:00:00
AL,Albania,186,8,12,3,2020-03-27 00:00:00
AL,Albania,197,9,11,1,2020-03-28 00:00:00
AL,Albania,212,10,15,1,2020-03-29 00:00:00
AL,Albania,223,10,11,0,2020-03-30 00:00:00
AL,Albania,223,11,0,1,2020-03-31 00:00:00
AL,Albania,243,13,20,2,2020-04-01 00:00:00
AL,Albania,277,15,34,2,2020-04-02 00:00:00
AL,Albania,277,16,0,1,2020-04-03 00:00:00
AL,Albania,333,17,56,1,2020-04-04 00:00:00
AL,Albania,333,18,0,1,2020-04-05 00:00:00
AL,Albania,377,21,44,3,2020-04-06 00:00:00
AL,Albania,377,22,0,1,2020-04-07 00:00:00
AL,Albania,400,22,23,0,2020-04-08 00:00:00
AL,Albania,409,22,9,0,2020-04-09 00:00:00
AL,Albania,416,23,7,1,2020-04-10 00:00:00
AL,Albania,416,23,0,0,2020-04-11 00:00:00
AL,Albania,446,23,30,0,2020-04-12 00:00:00
AL,Albania,446,23,0,0,2020-04-13 00:00:00
AL,Albania,475,23,29,0,2020-04-14 00:00:00
AL,Albania,475,24,0,1,2020-04-15 00:00:00
AL,Albania,494,25,19,1,2020-04-16 00:00:00
AL,Albania,518,26,24,1,2020-04-17 00:00:00
AL,Albania,548,26,30,0,2020-04-18 00:00:00
AL,Albania,548,26,0,0,2020-04-19 00:00:00
AL,Albania,562,26,14,0,2020-04-20 00:00:00
AL,Albania,609,26,47,0,2020-04-21 00:00:00
AL,Albania,634,26,25,0,2020-04-22 00:00:00
AL,Albania,634,27,0,1,2020-04-23 00:00:00
AL,Albania,678,27,44,0,2020-04-24 00:00:00
AL,Albania,678,27,0,0,2020-04-25 00:00:00
AL,Albania,712,27,34,0,2020-04-26 00:00:00
AL,Albania,726,28,14,1,2020-04-27 00:00:00
AL,Albania,736,28,10,0,2020-04-28 00:00:00
AL,Albania,766,30,30,2,2020-04-29 00:00:00
AL,Albania,773,31,7,1,2020-04-30 00:00:00
AL,Albania,773,31,0,0,2020-05-01 00:00:00
AL,Albania,789,31,16,0,2020-05-02 00:00:00
AL,Albania,795,31,6,0,2020-05-03 00:00:00
AL,Albania,803,31,8,0,2020-05-04 00:00:00
AL,Albania,820,31,17,0,2020-05-05 00:00:00
AL,Albania,832,31,12,0,2020-05-06 00:00:00
AL,Albania,832,31,0,0,2020-05-07 00:00:00
AL,Albania,850,31,18,0,2020-05-08 00:00:00
AL,Albania,856,31,6,0,2020-05-09 00:00:00
AL,Albania,868,31,12,0,2020-05-10 00:00:00
AL,Albania,868,31,0,0,2020-05-11 00:00:00
AL,Albania,872,31,4,0,2020-05-12 00:00:00
AL,Albania,876,31,4,0,2020-05-13 00:00:00
AL,Albania,880,31,4,0,2020-05-14 00:00:00
AL,Albania,898,31,18,0,2020-05-15 00:00:00
AL,Albania,933,31,35,0,2020-05-16 00:00:00
AL,Albania,946,31,13,0,2020-05-17 00:00:00
AL,Albania,948,31,2,0,2020-05-18 00:00:00
AL,Albania,948,31,0,0,2020-05-19 00:00:00
AL,Albania,964,31,16,0,2020-05-20 00:00:00
AL,Albania,969,31,5,0,2020-05-21 00:00:00
AL,Albania,969,31,0,0,2020-05-22 00:00:00
AL,Albania,981,31,12,0,2020-05-23 00:00:00
AL,Albania,989,32,8,1,2020-05-24 00:00:00
AL,Albania,1004,32,15,0,2020-05-25 00:00:00
AL,Albania,1029,33,25,1,2020-05-26 00:00:00
AL,Albania,1050,33,21,0,2020-05-27 00:00:00
AL,Albania,1076,33,26,0,2020-05-28 00:00:00
AL,Albania,1099,33,23,0,2020-05-29 00:00:00
AL,Albania,1122,33,23,0,2020-05-30 00:00:00
AL,Albania,1136,33,14,0,2020-05-31 00:00:00
AL,Albania,1143,33,7,0,2020-06-01 00:00:00
AL,Albania,1164,33,21,0,2020-06-02 00:00:00
AL,Albania,1176,33,12,0,2020-06-03 00:00:00
AL,Albania,1197,33,21,0,2020-06-04 00:00:00
AL,Albania,1212,33,15,0,2020-06-05 00:00:00
AL,Albania,1232,34,20,1,2020-06-06 00:00:00
AL,Albania,1246,34,14,0,2020-06-07 00:00:00
AL,Albania,1263,34,17,0,2020-06-08 00:00:00
AL,Albania,1299,34,36,0,2020-06-09 00:00:00
AL,Albania,1341,34,42,0,2020-06-10 00:00:00
AL,Albania,1385,34,44,0,2020-06-11 00:00:00
AL,Albania,1416,36,31,2,2020-06-12 00:00:00
AL,Albania,1464,36,48,0,2020-06-13 00:00:00
AL,Albania,1521,36,57,0,2020-06-14 00:00:00
AL,Albania,1590,36,69,0,2020-06-15 00:00:00
AL,Albania,1672,37,82,1,2020-06-16 00:00:00
AL,Albania,1722,38,50,1,2020-06-17 00:00:00
AL,Albania,1788,39,66,1,2020-06-18 00:00:00
AL,Albania,1838,42,50,3,2020-06-19 00:00:00
AL,Albania,1838,42,0,0,2020-06-20 00:00:00
AL,Albania,1891,43,53,1,2020-06-21 00:00:00
AL,Albania,1995,44,104,1,2020-06-22 00:00:00
AL,Albania,2047,45,52,1,2020-06-23 00:00:00
AL,Albania,2114,47,67,2,2020-06-24 00:00:00
AL,Albania,2192,48,78,1,2020-06-25 00:00:00
AL,Albania,2269,51,77,3,2020-06-26 00:00:00
AL,Albania,2330,53,61,2,2020-06-27 00:00:00
AL,Albania,2402,55,72,2,2020-06-28 00:00:00
AL,Albania,2466,58,64,3,2020-06-29 00:00:00
AL,Albania,2535,62,69,4,2020-06-30 00:00:00
AL,Albania,2580,65,45,3,2020-07-01 00:00:00
AL,Albania,2662,69,82,4,2020-07-02 00:00:00
AL,Albania,2752,72,90,3,2020-07-03 00:00:00
AL,Albania,2819,74,67,2,2020-07-04 00:00:00
AL,Albania,2893,76,74,2,2020-07-05 00:00:00
AL,Albania,2964,79,71,3,2020-07-06 00:00:00
